id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,like
3ppYuTXffobmtunFqWfq80,Flaquita,0.688,0.682,9,-4.749,0,0.0399,0.346,0.0,0.0703,0.89,175.989,4,1
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,0
3K23IqwyE9NQfWaROAR4IC,"Violin Concerto in D Major, Op. 35, TH 59: I. Allegro moderato",0.251,0.126,2,-18.568,1,0.0552,0.804,0.0351,0.296,0.14,67.706,4,1
29wrvWmZfhUzJqcBP4U0VI,M79,0.774,0.602,7,-6.931,1,0.0397,0.14,0.00422,0.29,0.948,113.013,4,1
5pJYFRkQERaXIpjZQV4BqD,Otra Vez,0.624,0.62,10,-6.678,0,0.0719,0.158,0.0,0.32,0.428,114.806,4,0
28y750mmZ90J6ss2RLQNK7,A Moment Of Mystery (feat. Toro y Moi),0.481,0.328,0,-13.428,1,0.0337,0.83,0.0566,0.115,0.102,113.547,4,1
40xIxxEO60mLUvZrtmwSEY,Is This What You Wanted,0.231,0.573,2,-8.284,1,0.0466,0.00696,0.00501,0.701,0.378,83.646,4,1
2BfPqkDAAhjjMDT2kwTazw,Good Bad Times,0.647,0.668,0,-3.474,1,0.0281,0.0378,1.66e-05,0.649,0.871,110.0,4,1
0FOD0Km83V9o5SZTbbVmzL,I Still Don't Cry,0.817,0.386,1,-11.089,0,0.0731,0.678,0.00852,0.11,0.275,90.044,3,0
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,4,0
2Jtt7IxW1Ok7AygMGUotHN,Things I Miss,0.63,0.712,1,-9.415,1,0.0499,0.0276,0.207,0.267,0.78,152.914,4,1
7mz28FGYsKmF42dTpeyyoK,Lush Daydream,0.828,0.107,1,-26.95,0,0.0599,0.922,0.923,0.628,0.279,119.989,4,1
5dUFfk2cwD8GiJPS03mYN0,Campus,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,4,1
7aSxNjoVoAwNL7HDAKwGtC,¿Y Cómo Es Él?,0.219,0.323,10,-12.211,1,0.0333,0.66,0.0,0.106,0.339,170.437,4,0
4G21jWo0Cm6lOIUNnZ2mUI,Such Great Heights - Remastered,0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,4,1
5CPXR6lDTvngxtmMZxnWmC,Pull Me Under,0.532,0.941,9,-9.025,1,0.0465,0.000579,0.0527,0.15,0.278,102.198,4,0
7DPhusadsTZ2VrXOGcuX2y,I Ain’t Quite Where I Think I Am,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-05,0.085,0.667,192.685,4,1
5KGbRvZyVyKP2AEJMHErB4,Old Yellow Bricks,0.66,0.837,0,-4.315,1,0.0682,0.000147,6.62e-06,0.0788,0.757,135.158,4,1
6NSMQFKgjpQb0KkjMDYIK0,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054,4,0
0NrObqc8nK1XcDNPJNBKRV,UNDEFEATED,0.798,0.69,1,-4.166,1,0.156,0.0606,0.0,0.107,0.537,160.977,4,0
1uihSnDxZidO3IMM2hmUBW,Nunca Me Amo,0.813,0.787,8,-4.098,0,0.177,0.216,0.0,0.0602,0.451,130.065,4,0
4NUt1fcnO9aQAELBgXq3Kr,Me Dediqué a Perderte,0.642,0.442,8,-9.115,1,0.074,0.491,1.58e-06,0.102,0.465,148.01,4,0
4fFgpzgSkmn3wajioLBPOr,Mis Ojos Lloran Por Ti,0.794,0.831,8,-9.235,1,0.331,0.0135,1.12e-06,0.11,0.328,172.407,4,0
1UX1kt5jsniuhSpjIJTFGI,Palabras Tristes,0.514,0.434,2,-9.149,1,0.0285,0.156,0.0,0.0939,0.338,131.143,4,0
6b3YWIk44hwDJwaCKw3sfC,My Baby's Gone Away,0.234,0.679,11,-11.708,0,0.0754,0.295,0.000404,0.11,0.581,87.595,4,1
5uH3TDTG66pej7ri12oUMv,I-90 Bridge,0.667,0.792,6,-8.377,0,0.0338,0.00806,0.24,0.0705,0.297,118.825,4,1
54imcQLSCe7MxGGJ7idPtt,Papi Chulo... Te Traigo El Mmmm - Original,0.825,0.737,1,-8.832,0,0.074,0.0246,0.0167,0.0287,0.819,109.98,4,0
1RiWf4pUr9DqnTvlbsA63u,Into The Sun,0.742,0.477,2,-13.187,1,0.0412,0.427,0.333,0.315,0.626,127.235,4,1
1bDFSoekPi0z1qrgrqliQJ,Tú y Yo Somos Uno Mismo (En Vivo),0.592,0.83,1,-4.762,1,0.0422,0.0959,0.0,0.725,0.146,134.933,4,0
7d2a9xbdnODI7iYXhZ66uf,Am I Gonna Get You?,0.791,0.777,6,-5.439,0,0.0716,0.085,6.43e-05,0.0656,0.847,99.99,4,1
3aCAVmtMYU1AGyUqUNwsdA,As It Was,0.547,0.609,9,-7.878,1,0.0611,0.144,0.00015,0.0733,0.703,174.978,4,1
7fKA60i4JhkavVw7fQFOHS,Why Try to Change Me Now,0.479,0.0753,10,-15.351,1,0.0382,0.923,8.6e-06,0.153,0.157,111.651,4,1
0glj70T9fN3kyJzYmTKzy1,Duro De Verdad pt.2,0.74,0.738,4,-6.495,0,0.0495,0.0756,0.0015,0.0557,0.908,158.026,4,0
1BssJgelMGDNOeIy7ZqgOW,Hoy (feat. Bad Bunny),0.675,0.681,5,-4.495,0,0.151,0.23,0.0,0.132,0.553,141.87,4,0
5MaoPqyBHklIhUld6C0Ytx,4 Chords of the Apocalypse,0.307,0.658,5,-3.628,1,0.0339,0.00307,0.00867,0.134,0.287,160.076,3,1
4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remaster,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4,1
28HVi8XtrlKauIVUxSlc6q,GOOD SO BAD,0.728,0.751,1,-4.271,1,0.0441,0.101,0.0,0.0879,0.807,110.077,4,0
6zyJHTbzLmsbt1m6LKB8NO,BOA,0.251,0.408,5,-11.358,0,0.0558,0.834,0.952,0.148,0.163,67.469,4,1
7vM9PYre666so0kS0IBEhJ,Qué vendrá,0.666,0.561,11,-6.305,0,0.0761,0.502,0.0,0.203,0.967,175.991,4,1
0ujRx6K28DBerkTEvqlh5V,Song Silly feat. Olivia Burrell,0.72,0.263,7,-13.163,1,0.0389,0.637,0.221,0.0935,0.386,149.976,4,1
5ZWkJX1qCsPayjhsSIX41J,El Toque De La Jairo,0.759,0.687,8,-3.859,1,0.23,0.544,7.51e-06,0.113,0.968,119.039,4,0
62oNfnQqObaqARM0DTibAL,N.I.B.,0.476,0.556,4,-10.586,0,0.0646,0.0838,1.59e-05,0.125,0.43,103.122,4,0
3r8RuvgbX9s7ammBn07D3W,Ditto,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,4,0
3JzdNBmwnV4trRNaXEx23Y,Judas Be My Guide - 2015 Remaster,0.261,0.957,2,-3.612,0,0.0573,0.000145,7.91e-06,0.0597,0.51,81.286,4,0
5TBsLU9TSxjDLzMpsEgJsv,Drinkee,0.771,0.691,2,-7.593,1,0.0495,0.049,0.625,0.134,0.339,115.011,4,0
0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,0
1eYVSxQurvp4M8SQte2acX,Your Love,0.249,0.835,4,-4.099,1,0.0673,0.0347,0.0,0.095,0.592,188.377,4,1
2cbic3TiUENlJX91y67ARR,Skinny Love,0.593,0.263,4,-14.029,0,0.0567,0.844,5.36e-06,0.127,0.109,76.379,4,1
5fbQCQt91LsVgXusFS0CCD,Disorder - 2007 Remaster,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,4,1
4P9mkwYxReeSJDsUvUtAkE,Mind,0.437,0.785,8,-5.781,1,0.0277,0.00465,6.95e-05,0.23,0.579,180.928,3,1
7osWsJWrvkAjuJX6ca3PX8,Soy un Desmadre,0.726,0.605,10,-4.707,1,0.0475,0.275,3.5e-06,0.113,0.858,126.191,3,0
2HQALWSN6IF4BYrSADMJ0w,UNTOUCHABLE,0.762,0.9,0,-3.257,0,0.127,0.221,0.0,0.0837,0.674,105.01,4,0
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4,0
1INksmStBpxdNlBzwGUvsg,Out of the Black,0.52,0.981,2,-2.75,1,0.0905,0.000867,0.00177,0.197,0.634,158.93,4,1
6mI1t5Q6egSw7mTAApiD68,Do You Love Me Now?,0.47,0.226,2,-11.578,1,0.0351,0.0363,0.134,0.103,0.318,134.55,4,1
5Eax0qFko2dh7Rl2lYs3bx,Efecto,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4,0
3cU9b4vb5yzyM12RXJ1k3s,Music When The Lights Go Out,0.419,0.693,0,-6.077,1,0.0345,0.419,4.96e-06,0.162,0.488,111.088,4,1
0Tl84qfow6Dv0PM60zoBhb,La Bomba,0.923,0.768,1,-7.321,1,0.0674,0.119,0.0,0.0689,0.96,94.013,4,0
72gPDy1zVt95zVNali0IhK,MEOW,0.809,0.733,7,-5.205,1,0.0446,0.0084,8.07e-06,0.391,0.578,130.099,4,0
4zbok3tDaKsnL76CQ07L4L,"Quieres Enamorarme (feat. Bryant Myers, Juhn & Baby Rasta)",0.724,0.73,8,-4.479,0,0.054,0.258,0.0,0.0923,0.259,111.613,4,0
2RWu376Uw8MKs1gTkHuY0n,Are You a Magician?,0.57,0.745,1,-5.12,0,0.0352,0.149,0.0161,0.197,0.359,75.016,4,1
6XKrx7hLL8SJFhrBE3LEDP,Hard to Concentrate,0.641,0.502,7,-7.334,1,0.0251,0.156,4.35e-06,0.311,0.326,105.634,4,1
2RFPhTEa4Z7WMV4608WBOJ,"Love, Try Not To Let Go",0.732,0.481,0,-10.478,1,0.0315,0.502,0.00998,0.103,0.512,124.989,4,1
3arKRnq9OUd7yq6LRwVW8I,Soul to Squeeze,0.663,0.546,5,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,4,1
11zRKpjEZwmcBBBGzB4pMn,Privado,0.751,0.547,8,-6.681,0,0.112,0.0119,0.0,0.114,0.359,127.05,4,0
4PrSiHudgJKTaGAk3xdSqg,Original Sin,0.378,0.703,9,-5.612,0,0.0343,0.0434,0.000146,0.538,0.543,140.06,4,1
68dyhT3QFybWKDSRBDgKof,Otra Vez,0.737,0.563,7,-7.852,1,0.03,0.146,0.0,0.16,0.743,96.054,4,0
3YPRWKRtYr6mzf8X80oAGE,Redbone - Live,0.657,0.264,4,-9.998,0,0.0804,0.751,0.000585,0.296,0.461,107.768,5,1
0ZzElIB9iulNYwycFVPXdl,Only When I,0.704,0.272,7,-8.758,1,0.0582,0.573,1.63e-05,0.122,0.345,106.028,4,1
17Mzg40eYZh2qNDKH5pZWm,Punchin' Bag,0.54,0.816,2,-5.956,1,0.0543,0.00828,0.00333,0.292,0.528,134.265,4,1
2xroKiEu27SEt9Qykdpyux,Or Nah,0.606,0.392,8,-8.992,0,0.0881,0.515,7.43e-06,0.0993,0.201,121.745,4,0
3inTX2kJKrpWcaNo3zP4OM,El Palomito,0.871,0.749,1,-4.944,1,0.105,0.308,0.0156,0.0528,0.704,109.138,4,0
5AuTmQwPgdgF340ASEGKRo,Hoops,0.594,0.438,11,-10.171,0,0.0245,0.288,0.741,0.114,0.545,92.007,4,1
5lHgBqh9VwAAzQma55gHRY,Elderly Woman Behind the Counter in a Small Town - Remastered,0.281,0.493,7,-9.461,1,0.0284,0.0519,9.15e-06,0.101,0.167,60.772,4,1
7o2QFKNjFDRzGDPvSYH6pn,Rinconcito En El Cielo,0.671,0.831,9,-4.512,1,0.0458,0.0822,0.000645,0.329,0.785,109.427,4,0
1PooFwkjYMobQx9qCozXhb,Cumbiatronik,0.86,0.631,10,-8.388,0,0.126,0.319,0.0,0.06,0.749,100.0,4,0
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4,0
0lE2Jl13AfiAONJKrrXDxD,The Leanover,0.515,0.758,11,-8.404,0,0.0471,0.24,0.000947,0.144,0.677,118.402,4,1
7wrOcF6yA6cLMHEszG3f3Q,Magnitude,0.583,0.544,0,-7.205,1,0.0274,0.221,7.15e-05,0.197,0.801,99.247,4,1
0l3raueiJ78IsmZGwo6CRm,BROTHER STONE (FEAT. KODAK BLACK),0.829,0.519,1,-6.822,1,0.339,0.0741,0.0,0.0969,0.526,157.039,4,0
7vNt6L1pQRjPPEvb03jpyt,Un Bellaqueo,0.895,0.789,5,-3.802,0,0.0895,0.3,8.6e-06,0.158,0.96,88.004,4,0
1s2oewEkFG9eF9Mq7MyvCV,Hand It Over,0.378,0.614,1,-8.941,0,0.0387,0.706,0.00766,0.129,0.481,175.926,4,1
1H9A0bi9DIIgGRgnJxQ5KP,De Toujours,0.279,0.149,9,-18.054,0,0.042,0.99,0.91,0.112,0.0924,66.001,3,1
0y0uzuB1HxljAY2j0tLETp,Fancy - Spotify Singles,0.695,0.787,9,-4.319,0,0.036,0.174,0.0,0.405,0.473,136.019,4,0
2akjLHnHjDGsgqxuf48VYs,The Bay,0.803,0.47,6,-7.232,0,0.0387,0.587,0.091,0.0723,0.887,121.226,4,1
60RFlt48hm0l4Fu0JoccOl,More Hearts Than Mine,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,4,0
1IF5UcqRO42D12vYwceOY6,From the Dining Table,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,4,1
5VKJfWjhaFzolJzJGDf7e1,Old Summer Reckoning,0.418,0.141,5,-15.513,1,0.0368,0.818,0.0538,0.122,0.374,138.761,4,1
1BmI4EYdfzbg8DlV6pHYrY,Peaches & Eggplants (feat. Latto & Sexyy Red),0.908,0.561,4,-7.683,0,0.301,0.00933,0.0,0.111,0.559,146.018,4,0
1175r6ZmkUjX8dRJLz9Ohk,I Love You So,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995,4,1
1u1PzGnsWKjAwSZ9Rg1kjD,Sleepwalk,0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,3,1
0QULNNd9z5s35entfiiXoa,Drunk (And I Don't Wanna Go Home),0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,4,0
4COGASZEbAxmH6k5gYMo6G,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",0.894,0.721,4,-5.829,0,0.258,0.155,0.0,0.154,0.392,107.963,4,0
0itNMuBHye9fu392b4e9oa,Tell Me Baby,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,4,1
7AHX0F99w4x23uSZihklZ6,My God,0.566,0.369,11,-9.058,0,0.0365,0.711,0.000394,0.0758,0.796,179.969,4,1
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4,1
3k3vRzMH7D7453Ll2mdQnQ,Modo Capone (with Drake & Fuerza Regida),0.708,0.706,5,-5.871,0,0.0382,0.27,0.000116,0.111,0.672,132.027,3,0
1wsnCfewxZlCs7cJxkaMZM,The Way You Used to Do,0.474,0.843,0,-5.909,1,0.272,0.0102,0.104,0.362,0.433,97.691,4,1
0IBzvfDLFn9K39wMASeBiQ,"Un Bellakeo (feat. Alexio, Pusho & Juanka El Problematik)",0.9,0.79,5,-3.7,0,0.0772,0.297,8.24e-06,0.158,0.961,88.001,4,0
7F1lHcpnTycnimQrCxDFI5,Hot,0.816,0.94,7,-6.079,0,0.28,0.0798,0.444,0.431,0.596,128.0,4,0
0a4MMyCrzT0En247IhqZbD,Hype Boy,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976,4,0
2dwvxOHnQjndZLowIR6PiS,Seven,0.692,0.421,4,-10.948,1,0.0295,0.666,0.147,0.104,0.832,96.982,4,1
63QpuNHIZ8APaK37LkV8Xd,El baile y el salón,0.723,0.626,6,-8.759,0,0.0291,0.219,0.00389,0.0971,0.448,110.98,4,1
6ksWMnPcHNyNoNf3y1BQCO,Noche De Entierro,0.868,0.764,4,-6.574,0,0.167,0.119,0.00143,0.0918,0.397,96.994,4,0
2ekn2ttSfGqwhhate0LSR0,New Rules,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,0
3SVAN3BRByDmHOhKyIDxfC,Karma Police,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,4,1
2nexa1Z3YLC3sLCvwwGMXH,El Bueno y el Malo,0.806,0.678,5,-5.156,1,0.0316,0.551,1.42e-05,0.243,0.971,119.98,3,0
67FAoDXB5Q1bxHLuFe7rIi,No Me Rebajo,0.534,0.304,10,-9.36,1,0.0586,0.798,0.0,0.0822,0.488,78.152,4,0
62clthR0fZmLbxeqxVJatQ,Que Lloro,0.593,0.415,9,-9.774,1,0.03,0.754,4.86e-06,0.117,0.323,139.948,4,0
1usvtV2D0EBPb7Rk1l0PwQ,The Smoke,0.705,0.636,11,-12.483,0,0.037,0.724,0.777,0.116,0.74,93.392,4,1
0X0oXcFfhlVVX9rOUT1kTT,Sib Ir,0.385,0.786,7,-10.085,1,0.105,0.0188,0.334,0.321,0.379,119.947,4,1
1KuVdyg8d6NlRhbpHxg5UF,Social Cues,0.668,0.913,9,-3.097,1,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,4,1
6oO7WMjD6kEvCITLbVj0mu,Hypnotize,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,4,0
0TIjhvcvL0FV1NhOKMW4kd,Bird of Paradise,0.769,0.434,4,-13.533,0,0.0504,0.591,0.863,0.116,0.681,103.0,4,1
1QkDbaPjLHycyBsJzOHexj,Vato Sencillo,0.851,0.684,7,-5.128,1,0.126,0.022,0.00391,0.356,0.578,93.031,4,0
19iqWNzp5LwEdvntpEK8MP,"Steady, As She Goes",0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,4,1
48yAM9xWBwT4Ac9G1y20rw,Explícale (feat. Bad Bunny),0.808,0.69,1,-4.151,1,0.148,0.0583,0.0,0.103,0.64,125.086,4,0
11jRCxY01k9jvCdUru0EeP,Body Paint,0.544,0.287,7,-12.83,0,0.0598,0.575,0.0,0.075,0.256,144.175,4,1
0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,4,0
0b82u1GxDqFM0uqp6K41dt,Walking with a Killer,0.338,0.393,11,-9.397,0,0.0271,0.335,0.00819,0.0874,0.227,183.632,4,1
4ojwGTehgBRAg52jbFgzJg,Me Reclama,0.755,0.72,1,-4.215,0,0.0826,0.348,0.0,0.168,0.713,175.93,4,0
2NW3HgGecW7thylkB3R572,Ginger,0.302,0.862,2,-5.979,1,0.0364,0.00175,0.696,0.172,0.771,81.243,4,1
0EcBZ457iC0EM37LnNXOAM,Arcadia,0.747,0.552,1,-5.689,1,0.0519,0.0989,0.00514,0.431,0.521,95.009,4,1
38kLHBjtWJaPXcyFhwRVtI,Kemba Walker,0.832,0.59,8,-7.168,0,0.272,0.446,1.43e-06,0.123,0.596,146.939,4,0
1wR6F2NFDjBlDAYEHnAPS9,Is There a Place I Can Go,0.229,0.456,3,-9.566,1,0.0354,0.127,0.162,0.097,0.271,199.935,3,1
4Q1V7XFkTIXonJst5QqLAA,Lowrider - Edited LP Version,0.916,0.699,0,-3.718,1,0.1,0.00233,0.0228,0.133,0.687,98.65,4,0
4B4ayQqNLHv3fU2d2ln7iD,Culo Arabe,0.832,0.731,1,-5.15,1,0.0417,0.0385,0.0291,0.537,0.483,104.97,4,0
6mcxQ1Y3uQRU0IHsvdNLH1,Where Is My Mind?,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,4,1
492Ms0eG4ylkf1m50ORty7,In The Dark,0.633,0.898,2,-3.254,1,0.034,0.0132,2.07e-06,0.339,0.876,125.994,4,0
6MZuheCTuvcJUs1niNdN1M,São Jorge,0.432,0.657,10,-10.885,1,0.121,0.686,0.00315,0.176,0.804,131.931,4,1
3hK9u5GThJt0pIm1Q6rZAt,Es Mejor Así (feat. Reik) - Primera Fila - Live Version,0.663,0.839,4,-5.21,0,0.0519,0.0359,4.61e-06,0.969,0.679,136.995,4,0
2K7sv1mno9PvbXVBpqvSKn,sneaky,0.742,0.685,9,-7.526,1,0.149,0.000383,0.00428,0.147,0.306,155.037,4,0
6TGwxVbZHpRNZmMW43SRLS,Te Vas,0.799,0.293,5,-11.896,1,0.0398,0.836,0.0,0.121,0.922,176.038,4,0
0B0y2FImat9j9MJTNRZWfW,Automatic,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,4,0
0YwwLaqTTIERZDb6C62PZR,Mega Ñengo Flow,0.755,0.928,11,-2.317,0,0.319,0.124,0.0,0.402,0.88,180.254,4,0
5eqK0tbzUPo2SoeZsov04s,Bank Account,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,4,0
6Flu33CZc4xS2gkA6cRcNh,Texas Sun,0.635,0.631,7,-10.007,1,0.0343,0.0378,0.138,0.0997,0.619,111.563,4,1
2Ukr1iULFHGSJp0qPhiqc0,No Me Dejes Solo,0.787,0.835,8,-5.84,0,0.0614,0.0772,0.000112,0.0712,0.78,95.966,4,0
5xRlNALFbZ7gaWGlySwfTM,Break up Together,0.87,0.414,5,-10.995,1,0.0452,0.564,3.47e-05,0.121,0.89,103.958,4,1
4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,0.716,0.536,2,-7.798,0,0.0328,0.452,0.0,0.208,0.359,97.541,3,0
5juCu4WFTFRZ2XilopAMTy,Bam Yang Gang,0.455,0.408,6,-8.72,0,0.0642,0.771,6.55e-05,0.0958,0.743,178.047,3,0
5R4ajfq6yAVEhsARYfcbAo,Pa' Que Te Lo Gozen,0.796,0.723,1,-10.449,0,0.108,0.326,0.000102,0.0821,0.87,95.018,4,0
0iNllPB01sk8hBgu2I93GA,Confusion,0.424,0.928,2,-7.619,1,0.12,0.269,0.000905,0.435,0.806,92.162,4,1
4Gw1SXoN1MlAmdM3J1NjmR,Found What I've Been Looking For,0.623,0.829,3,-4.613,0,0.0286,0.0354,0.0,0.0762,0.779,107.067,4,1
6i40XRqEwHAnSxwZWasMRp,For Elise,0.492,0.504,10,-6.322,1,0.0473,0.238,0.0,0.153,0.262,152.855,4,1
6UN6W5tj0qrMYV8N9MQMJC,Hermoso Cariño,0.342,0.425,0,-5.589,1,0.0289,0.612,4.93e-06,0.243,0.409,154.202,3,0
3Wlywdw8bfmiVDAEk7Nrwf,American Boy,0.659,0.419,8,-8.128,1,0.0352,0.251,4.82e-06,0.112,0.635,99.312,4,1
3ibni3TQ1M9S8tciqbXU4I,Register Girl,0.677,0.373,1,-14.525,0,0.149,0.299,3.16e-06,0.364,0.497,155.935,3,1
703ZmYMwcA3vRlN7caFzOZ,Cheers,0.499,0.444,9,-10.649,1,0.0482,0.527,7.48e-05,0.27,0.462,123.867,4,1
6Nzq7iIxg5w9ipnCd15sQt,"Te Lo Meto Yo (feat. Bad Bunny, Lary Over, Farruko, Arcangel & Tempo)",0.7,0.499,2,-10.219,1,0.228,0.0655,0.0,0.109,0.182,129.949,4,0
1N6gFPSnNGP6J0tiUS9dOT,Evaporar,0.631,0.194,4,-15.021,1,0.0404,0.912,0.917,0.143,0.278,84.154,3,1
5eXEWqDoP6RgnlOQgti12v,Flesh And Blood,0.585,0.406,2,-10.18,0,0.0264,0.808,0.0202,0.109,0.291,94.552,3,1
03AuvQVLAKUJGb5CTxhT3G,Carousel,0.54,0.803,0,-9.407,1,0.0471,0.228,0.000334,0.0682,0.78,137.171,4,1
2CEaoCPX97Oy3iYQentxJg,Satellite,0.709,0.734,0,-6.75,1,0.0394,0.00293,0.136,0.0899,0.96,127.995,4,1
5ya0TmUQw2wHMkq36rPsnd,World on Fire,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964,4,0
2KoeSRTm9cRulYnkaEyUaP,Crazy Form,0.83,0.791,5,-5.185,0,0.049,0.027,0.0,0.343,0.466,119.024,4,0
3huQBVRw4WCttRmU37UqSj,Yamilette,0.931,0.544,10,-8.78,0,0.327,0.00828,0.0,0.102,0.669,96.039,4,0
7JxTp4HrI99hr6L3VMCZbj,México Lindo y Bandido,0.859,0.457,9,-7.75,0,0.104,0.262,0.0101,0.0941,0.839,95.018,4,0
4dKa5ZzlGqUy3Wo0yaXKNI,Cupid,0.77,0.661,2,-8.199,1,0.0336,0.652,0.0,0.383,0.943,120.053,4,0
644fiizGJublwnbZ35ajiG,Mr. Bubblegum,0.261,0.777,7,-6.438,1,0.0638,0.000569,0.0255,0.107,0.404,159.617,4,1
1BWznhHZPGriEWStDgmjai,Coyotes,0.702,0.695,5,-8.782,0,0.0427,0.225,0.000147,0.0814,0.652,100.002,4,1
46aSz462xUFxA5X4O6WlB0,In Your Eyes,0.495,0.533,0,-5.802,0,0.0295,0.43,0.000672,0.106,0.424,79.71,4,1
3mbKLIppSw6vqWidiuMd53,Se Menea,0.758,0.918,1,0.811,1,0.145,0.275,0.0,0.193,0.873,93.912,4,0
1XxCiPw07rd1ytYnE7SoJI,Road Trippin',0.243,0.47,4,-8.194,0,0.0353,0.309,0.000798,0.121,0.393,204.026,4,1
4JLw0L7XJ1C14r7dZ1dyev,No One There,0.692,0.746,8,-4.874,1,0.0408,0.0159,0.00134,0.109,0.942,125.012,4,1
5XdSd2BVWEjCvXIA4YhrnR,Complications,0.41,0.928,11,-3.08,0,0.0364,0.00176,0.00575,0.281,0.664,169.903,4,1
6oBIzNjrQ7ibErxk1ZbdfA,Sadness As A Gift,0.53,0.277,9,-11.037,1,0.031,0.862,0.0,0.112,0.358,115.34,4,1
5WvDO1ZKap15ehQeNRHJ9H,Uno,0.781,0.452,5,-9.798,0,0.26,0.78,3e-06,0.0902,0.463,163.899,4,1
6TDtGJSk3MDTnM6nTDu5Zu,Rucón,0.863,0.59,1,-8.768,1,0.5,0.0196,0.0,0.093,0.579,161.98,4,0
1dndIoArEd9c27oqi4Wqmd,Hey Si Me Ven,0.913,0.304,2,-7.928,1,0.405,0.0761,0.000275,0.103,0.261,88.02,4,0
2IHOfg0T2tEO3iQ1aYvZA1,The World Above,0.472,0.17,1,-28.727,1,0.0382,0.00838,0.00156,0.0471,0.579,144.627,4,1
6Em1CLHLwiHBNDKHQZAYDq,Mine,0.569,0.541,2,-8.715,1,0.105,0.383,0.00392,0.0952,0.263,159.642,5,0
5mqq5G8HU0Ep1PUCE4dh31,Lírica Onírica,0.778,0.72,1,-5.123,1,0.0602,0.267,0.0,0.128,0.536,102.996,4,0
5IlLm20JXhKbMtsH20NblC,lo que hay x aquí,0.776,0.53,6,-7.486,1,0.219,0.649,0.0,0.35,0.695,80.532,4,0
14GwnOeC9qYEKEA6uOZepa,One Of Them Girls,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,4,0
